customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
186,Male,0,No,No,13,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,59.6,799.54,No
187,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.9,,Yes
188,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.86,,No
189,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.15,7207.39,Yes
190,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),97.6,2113.77,No
191,Male,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,83.43,736.24,No
192,Male,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,67.65,818.83,No
193,Male,0,Yes,No,6,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),61.79,386.12,No
194,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.87,431.09,Yes
195,Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,72.01,1486.29,Yes
196,Female,0,No,No,42,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,66.24,2645.61,Yes
197,Female,0,No,No,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.17,323.77,Yes
198,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.79,989.49,No
199,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.83,61.22,Yes
200,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,74.08,No
201,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.49,,Yes
202,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),84.21,263.49,No
203,Male,0,No,No,49,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,60.92,2871.02,No
204,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,93.05,1086.67,Yes
205,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,93.84,97.63,No
206,Male,1,No,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.29,6087.52,Yes
207,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),79.23,3388.3,No
208,Female,1,Yes,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.15,1773.59,No
209,Female,0,No,Yes,54,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),38.39,1986.65,No
210,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,70.45,No
211,Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.59,2871.08,Yes
212,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,97.82,2329.13,Yes
213,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.66,761.89,No
214,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),86.74,2721.71,Yes
215,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.1,472.61,No
216,Male,1,No,No,29,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),74.72,2123.26,Yes
217,Female,1,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,56.6,326.67,No
218,Male,1,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,124.85,Yes
219,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.06,150.66,No
220,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.38,5578.54,Yes
221,Male,1,No,No,6,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),66.86,398.45,No
222,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.09,903.84,Yes
223,Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.9,256.84,No
224,Female,0,Yes,Yes,64,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.43,3643.68,No
225,Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,72.28,581.11,No
226,Female,1,No,No,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.14,1785.55,No
227,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.07,3296.55,No
228,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.97,348.14,No
229,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),73.06,680.87,No
230,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),74.13,1901.5,No
231,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.81,5472.38,Yes
232,Female,1,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.63,2442.42,No
233,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.09,472.32,Yes
234,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,763.29,No
235,Female,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.94,791.89,Yes
236,Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,302.99,No
237,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),102.21,3423.85,No
238,Female,1,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,58.05,238.41,No
239,Male,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.59,2572.47,No
240,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),74.15,1391.04,No
241,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.29,1104.82,No
242,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),83.09,248.75,Yes
243,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,77.94,796.78,No
244,Male,0,No,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,57.19,1980.28,No
245,Male,0,No,No,0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,77.11,,No
246,Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,82.45,160.24,No
247,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,96.44,7123.58,No
248,Male,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.29,335.0,No
249,Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.37,7757.24,No
250,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.57,298.54,No
251,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.79,550.66,No
252,Male,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.61,2279.83,No
253,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,61.43,1258.69,No
254,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.38,512.0,No
255,Male,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.19,799.82,No
256,Male,0,No,No,37,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,64.19,2357.97,Yes
257,Male,0,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),62.68,310.38,No
258,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),107.12,1203.38,No
259,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),95.86,299.59,No
260,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.54,1290.89,No
261,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.61,317.15,No
262,Female,0,No,No,8,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,58.87,484.11,No
263,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),85.08,1035.35,No
264,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.68,,No
265,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,17.21,Yes
266,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,52.6,1160.88,No
267,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.04,860.74,Yes
268,Female,1,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.88,791.77,Yes
269,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),43.09,1023.36,No
270,Male,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,,Yes
271,Female,0,Yes,Yes,19,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,51.86,966.92,No
272,Female,1,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.04,35.62,No
273,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.93,2839.6,Yes
274,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.9,2299.75,No
275,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.13,1465.75,Yes
276,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,81.49,1750.97,No
277,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,86.55,No
278,Female,0,No,No,11,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),69.71,729.7,No
279,Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),62.62,2286.05,No
280,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,71.68,210.58,Yes
281,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,73.79,445.03,No
282,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.83,292.78,No
283,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,52.77,1220.41,Yes
284,Male,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),92.1,802.46,No
285,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.96,4107.42,No
286,Male,1,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),56.3,56.95,Yes
287,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.31,717.41,Yes
288,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),60.62,1418.58,No
289,Male,0,No,No,5,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),65.5,323.28,Yes
290,Female,1,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.24,569.12,Yes
291,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,85.93,250.74,No
292,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.31,104.3,Yes
293,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.04,73.44,No
294,Female,0,Yes,No,53,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.47,2445.49,No
295,Female,0,No,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,300.0,No
296,Female,1,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),68.03,2139.03,No
297,Female,1,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.8,151.01,No
298,Male,0,No,Yes,17,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.67,1296.76,No
299,Male,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.45,355.02,No
300,Female,1,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),68.93,4070.96,No
301,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,59.22,1559.42,No
302,Male,0,No,No,26,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.58,2792.59,No
303,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),61.58,,No
304,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,60.46,920.13,No
305,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,78.89,940.67,No
306,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),65.42,3316.98,No
307,Female,1,No,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,55.9,274.87,No
308,Female,1,Yes,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),41.68,246.12,No
309,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,56.45,590.43,No
310,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.97,499.33,No
311,Female,1,Yes,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.98,115.48,No
312,Male,1,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.25,2405.07,No
313,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.91,1136.85,No
314,Male,1,Yes,No,39,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),61.98,2334.35,Yes
315,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,3121.67,No
316,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.15,131.12,No
317,Male,0,No,Yes,15,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),54.86,854.2,No
318,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,106.98,103.04,Yes
319,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.79,5082.19,No
320,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),95.94,958.82,No
321,Female,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.13,959.36,No
322,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,101.85,717.85,No
323,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,86.79,1036.44,No
324,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),55.55,275.94,No
325,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),96.38,833.76,No
326,Female,1,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.57,2763.36,No
327,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,55.93,2020.4,No
328,Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,61.48,446.97,No
329,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.12,246.72,No
330,Female,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,82.58,3254.91,No
331,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),87.26,83.36,No
332,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,782.38,No
333,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.27,434.23,Yes
334,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,79.55,1727.84,No
335,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.88,1832.3,No
336,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.67,582.87,No
337,Male,1,No,No,39,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),92.15,3750.31,Yes
338,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),102.54,196.16,No
339,Female,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,67.11,520.36,No
340,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.93,286.05,No
341,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,85.59,2928.41,No
342,Female,0,No,Yes,4,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.42,224.05,No
343,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,580.3,No
344,Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.29,855.73,No
345,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),39.08,152.78,Yes
346,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),88.02,2414.71,No
347,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.35,111.02,No
348,Female,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.98,272.95,Yes
349,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),50.92,48.75,No
350,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.76,235.39,Yes
351,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),72.85,1284.95,No
352,Male,0,No,No,16,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),46.62,742.37,No
353,Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.97,336.68,Yes
354,Female,1,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.73,1005.56,Yes
355,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.9,341.72,No
356,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.11,1311.97,Yes
357,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.04,1648.69,Yes
358,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,76.64,3040.88,No
359,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.31,209.84,No
360,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.34,,No
361,Female,0,No,Yes,54,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,66.08,3595.6,Yes
362,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1408.16,No
363,Male,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.35,1611.23,No
364,Female,0,No,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.31,2436.12,Yes
365,Male,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.82,419.75,No
366,Male,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.32,1014.13,Yes
367,Female,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.78,2312.02,No
368,Female,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,65.42,1478.61,No
369,Male,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,52.11,No
370,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.29,179.57,Yes
371,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.46,303.7,No
